player_name,team_name,primary_position,position_group,minutes,xg_per90,shots_per90,key_passes_per90,passes_per90,pass_completion_pct,dribbles_per90,recoveries_per90,def_actions_per90,xg_per90_pct,shots_per90_pct,key_passes_per90_pct,passes_per90_pct,pass_completion_pct_pct,dribbles_per90_pct,recoveries_per90_pct,def_actions_per90_pct
Raphael Dias Belloli,Brazil,Right Wing,FWD,330.0,0.251,2.179,2.179,40.847,76.7,2.995,4.629,6.263,65.6,61.0,94.8,92.2,67.5,74.0,83.1,53.2
Richarlison de Andrade,Brazil,Center Forward,FWD,328.0,0.443,2.193,1.371,14.804,72.2,1.919,4.935,6.579,81.8,63.6,71.4,7.8,44.2,53.2,88.3,59.7
Riley McGree,Australia,Right Center Forward,FWD,267.0,0.027,1.013,1.013,24.644,78.1,0.338,3.376,8.777,3.9,22.1,63.6,45.5,77.9,9.1,57.1,85.7
Ritsu Doan,Japan,Right Wing,FWD,232.0,0.224,1.552,0.776,22.122,64.9,3.881,5.045,10.479,53.2,39.0,54.5,39.0,14.3,87.0,89.6,96.1
Robert Lewandowski,Poland,Center Forward,FWD,390.0,0.722,2.771,0.924,21.011,71.4,2.309,2.771,9.697,100.0,75.3,59.7,31.2,40.9,64.9,39.0,93.5
Ruben Vargas,Switzerland,Left Wing,FWD,287.0,0.093,0.941,1.568,35.762,71.1,0.627,2.823,5.647,29.9,18.2,84.4,77.9,38.3,13.0,43.5,44.2
Saleh Khalid Al Shehri,Saudi Arabia,Center Forward,FWD,223.0,0.059,1.209,0.403,18.54,69.6,2.015,3.224,7.255,18.2,27.3,35.1,22.1,28.6,57.1,54.5,71.4
Sardar Azmoun,Iran,Center Forward,FWD,190.0,0.456,2.372,0.474,15.182,56.2,0.0,0.949,5.219,83.8,67.5,42.2,9.1,6.5,3.9,3.9,40.3
Serge Gnabry,Germany,Right Wing,FWD,273.0,0.24,3.952,1.647,37.212,75.2,1.976,6.257,6.915,61.0,94.8,87.0,81.8,57.1,54.5,96.1,66.2
Sofiane Boufal,Morocco,Left Wing,FWD,477.0,0.06,1.322,0.755,25.304,79.9,3.777,3.21,6.609,19.5,29.9,51.9,49.4,85.7,85.7,53.2,61.0
Steven Bergwijn,Netherlands,Left Center Forward,FWD,219.0,0.14,0.821,0.0,29.138,91.5,1.642,2.052,2.462,39.0,15.6,7.1,62.3,100.0,48.1,18.2,7.8
Takuma Asano,Japan,Center Forward,FWD,190.0,0.235,3.793,0.474,13.751,75.9,0.474,3.793,5.69,58.4,92.2,42.2,3.9,62.3,10.4,67.5,45.5
Thomas Müller,Germany,Center Forward,FWD,202.0,0.121,1.339,2.679,32.143,75.0,0.0,1.786,7.589,35.1,31.2,98.7,68.8,53.9,3.9,10.4,76.6
Timothy Weah,United States,Right Wing,FWD,318.0,0.125,1.416,1.7,30.878,83.5,1.133,3.683,3.399,36.4,35.1,88.3,64.9,96.1,27.3,66.2,16.9
Vinícius José Paixão de Oliveira Júnior,Brazil,Left Wing,FWD,307.0,0.238,2.642,1.761,26.712,76.9,4.403,4.403,3.523,59.7,74.0,89.6,53.2,68.8,93.5,79.2,23.4
Xherdan Shaqiri,Switzerland,Right Wing,FWD,232.0,0.192,1.55,1.162,40.293,65.4,0.775,3.099,3.487,49.4,37.7,67.5,89.6,18.2,16.9,49.4,22.1
Youssef En-Nesyri,Morocco,Center Forward,FWD,554.0,0.17,1.787,0.162,12.349,63.2,1.462,2.437,6.824,41.6,46.8,14.3,2.6,11.7,39.0,27.3,63.6
Álvaro Borja Morata Martín,Spain,Center Forward,FWD,204.0,0.491,3.538,0.0,17.69,67.5,0.885,0.885,3.538,87.0,88.3,7.1,16.9,22.1,19.5,2.6,24.7
Alisson Ramsés Becker,Brazil,Goalkeeper,GK,398.0,0.0,0.0,0.0,21.24,85.1,0.0,5.197,0.0,51.6,51.6,48.4,3.1,87.5,46.9,81.2,40.6
Andries Noppert,Netherlands,Goalkeeper,GK,516.0,0.0,0.0,0.0,33.301,82.2,0.0,4.533,0.0,51.6,51.6,48.4,71.9,75.0,46.9,68.8,40.6
Aymen Dahmen,Tunisia,Goalkeeper,GK,297.0,0.0,0.0,0.0,23.365,62.3,0.0,2.124,0.0,51.6,51.6,48.4,18.8,25.0,46.9,3.1,40.6
Damián Emiliano Martínez,Argentina,Goalkeeper,GK,742.0,0.0,0.0,0.0,22.545,66.1,0.0,3.636,0.121,51.6,51.6,48.4,6.2,28.1,46.9,37.5,81.2
Devis Rogers Epassy Mboka,Cameroon,Goalkeeper,GK,196.0,0.0,0.0,0.0,38.512,66.7,0.0,5.96,0.0,51.6,51.6,48.4,93.8,31.2,46.9,96.9,40.6
Diogo Meireles Costa,Portugal,Goalkeeper,GK,489.0,0.0,0.0,0.184,29.246,69.8,0.0,2.943,0.0,51.6,51.6,96.9,43.8,45.3,46.9,18.8,40.6
Dominik Livaković,Croatia,Goalkeeper,GK,727.0,0.0,0.0,0.0,28.222,82.9,0.0,4.085,0.0,51.6,51.6,48.4,37.5,81.2,46.9,59.4,40.6
Edouard Mendy,Senegal,Goalkeeper,GK,387.0,0.0,0.0,0.0,27.195,76.9,0.0,3.719,0.232,51.6,51.6,48.4,34.4,59.4,46.9,43.8,87.5
Francisco Guillermo Ochoa Magaña,Mexico,Goalkeeper,GK,292.0,0.0,0.0,0.0,33.345,83.3,0.0,5.249,0.0,51.6,51.6,48.4,75.0,84.4,46.9,84.4,40.6
Hernán Ismael Galíndez,Ecuador,Goalkeeper,GK,288.0,0.0,0.0,0.0,24.037,57.1,0.0,4.058,0.0,51.6,51.6,48.4,21.9,12.5,46.9,56.2,40.6
Hugo Lloris,France,Goalkeeper,GK,616.0,0.0,0.0,0.0,26.582,61.0,0.0,2.337,0.0,51.6,51.6,48.4,28.1,18.8,46.9,6.2,40.6
Jordan Pickford,England,Goalkeeper,GK,486.0,0.0,0.0,0.0,29.79,78.3,0.0,2.961,0.0,51.6,51.6,48.4,59.4,68.8,46.9,21.9,40.6
Kasper Schmeichel,Denmark,Goalkeeper,GK,291.0,0.0,0.0,0.0,26.926,82.8,0.0,4.642,0.0,51.6,51.6,48.4,31.2,78.1,46.9,71.9,40.6
Keylor Navas Gamboa,Costa Rica,Goalkeeper,GK,294.0,0.0,0.0,0.0,30.876,54.5,0.0,5.808,0.306,51.6,51.6,48.4,65.6,9.4,46.9,90.6,98.4
Lawrence Ati-Zigi,Ghana,Goalkeeper,GK,301.0,0.0,0.0,0.0,22.709,67.1,0.0,2.39,0.0,51.6,51.6,48.4,9.4,34.4,46.9,9.4,40.6
Manuel Neuer,Germany,Goalkeeper,GK,294.0,0.0,0.0,0.0,37.653,90.2,0.0,2.755,0.306,51.6,51.6,48.4,87.5,93.8,46.9,15.6,98.4
Mathew Ryan,Australia,Goalkeeper,GK,387.0,0.0,0.0,0.0,37.917,68.7,0.233,4.652,0.233,51.6,51.6,48.4,90.6,37.5,96.9,75.0,90.6
Matthew Charles Turner,United States,Goalkeeper,GK,391.0,0.0,0.0,0.0,28.98,77.8,0.0,3.91,0.0,51.6,51.6,48.4,40.6,62.5,46.9,53.1,40.6
Meshaal Aissa Barsham,Qatar,Goalkeeper,GK,192.0,0.0,0.0,0.469,29.531,69.8,0.0,3.75,0.0,51.6,51.6,100.0,46.9,45.3,46.9,46.9,40.6
Milan Borjan,Canada,Goalkeeper,GK,285.0,0.0,0.0,0.0,30.326,78.1,0.0,6.002,0.0,51.6,51.6,48.4,62.5,65.6,46.9,100.0,40.6
Mohammed Khalil Al Owais,Saudi Arabia,Goalkeeper,GK,298.0,0.0,0.0,0.0,29.548,54.1,0.0,4.523,0.0,51.6,51.6,48.4,50.0,6.2,46.9,65.6,40.6
Sergio Rochet Álvarez,Uruguay,Goalkeeper,GK,298.0,0.0,0.0,0.0,22.945,69.7,0.0,3.321,0.302,51.6,51.6,48.4,12.5,40.6,46.9,28.1,93.8
Seung-Gyu Kim,South Korea,Goalkeeper,GK,390.0,0.0,0.0,0.0,29.561,73.4,0.0,3.464,0.231,51.6,51.6,48.4,53.1,53.1,46.9,34.4,84.4
Seyed Hossein Hosseini,Iran,Goalkeeper,GK,186.0,0.0,0.0,0.0,23.226,45.8,0.0,4.839,0.0,51.6,51.6,48.4,15.6,3.1,46.9,78.1,40.6
Shūichi Gonda,Japan,Goalkeeper,GK,416.0,0.0,0.0,0.0,24.447,61.1,0.0,3.029,0.0,51.6,51.6,48.4,25.0,21.9,46.9,25.0,40.6
Thibaut Courtois,Belgium,Goalkeeper,GK,284.0,0.0,0.0,0.0,38.635,89.3,0.317,3.8,0.0,51.6,51.6,48.4,96.9,90.6,100.0,50.0,40.6
Unai Simón Mendibil,Spain,Goalkeeper,GK,416.0,0.0,0.0,0.0,34.142,93.7,0.0,2.593,0.0,51.6,51.6,48.4,81.2,100.0,46.9,12.5,40.6
Vanja Milinković Savić,Serbia,Goalkeeper,GK,294.0,0.0,0.0,0.0,38.931,72.4,0.0,5.824,0.0,51.6,51.6,48.4,100.0,50.0,46.9,93.8,40.6
Wayne Hennessey,Wales,Goalkeeper,GK,200.0,0.0,0.0,0.0,29.745,78.8,0.0,5.408,0.0,51.6,51.6,48.4,56.2,71.9,46.9,87.5,40.6
Wojciech Szczęsny,Poland,Goalkeeper,GK,390.0,0.0,0.0,0.0,33.71,60.3,0.231,4.156,0.0,51.6,51.6,48.4,78.1,15.6,93.8,62.5,40.6
Yann Sommer,Switzerland,Goalkeeper,GK,286.0,0.0,0.0,0.0,36.792,91.5,0.0,3.459,0.0,51.6,51.6,48.4,84.4,96.9,46.9,31.2,40.6
Yassine Bounou,Morocco,Goalkeeper,GK,606.0,0.0,0.0,0.0,31.204,74.3,0.0,3.715,0.0,51.6,51.6,48.4,68.8,56.2,46.9,40.6,40.6
Aaron Mooy,Australia,Left Defensive Midfield,MID,387.0,0.009,0.233,0.233,50.943,78.1,1.163,7.444,8.607,19.8,9.4,18.8,62.5,25.0,58.3,97.9,75.0
Aaron Ramsey,Wales,Right Center Midfield,MID,281.0,0.008,0.32,0.32,35.181,78.2,2.878,4.478,5.117,17.2,16.7,26.0,20.8,26.0,93.8,54.2,20.8
Abdelhamid Sabiri,Morocco,Left Center Midfield,MID,197.0,0.056,1.371,0.914,26.511,79.3,0.457,1.371,8.685,60.4,78.1,70.8,9.4,32.3,24.0,2.1,76.0
Abdulaziz Hatem Mohammed Abdullah,Qatar,Left Center Midfield,MID,208.0,0.011,0.434,0.434,39.47,79.1,0.434,1.301,2.602,21.9,33.3,33.3,33.3,30.2,21.9,1.0,2.1
Abdulelah Saad Hameed Al-Malki,Saudi Arabia,Center Defensive Midfield,MID,189.0,0.066,0.954,0.0,41.017,82.6,0.0,5.246,7.631,62.5,63.5,8.3,37.5,47.9,5.7,74.0,62.5
Adrien Rabiot,France,Left Defensive Midfield,MID,529.0,0.124,1.53,0.17,48.451,86.3,0.51,4.08,9.01,81.8,83.3,16.7,55.2,69.8,29.2,38.5,81.2
Ahmad Nourollahi,Iran,Right Defensive Midfield,MID,224.0,0.032,2.006,0.0,22.069,70.9,1.605,6.821,7.222,41.7,91.7,8.3,5.2,11.5,70.8,92.7,55.2
Alexis Mac Allister,Argentina,Left Center Midfield,MID,559.0,0.081,1.127,1.127,43.616,89.3,0.966,4.667,8.047,73.4,70.8,80.2,44.8,81.8,52.1,58.3,66.7
Ali Gholizadeh,Iran,Right Midfield,MID,211.0,0.018,0.427,0.427,31.182,64.4,2.99,6.407,5.126,27.1,31.2,32.3,13.5,4.2,94.8,86.5,21.9
Alphonso Davies,Canada,Left Midfield,MID,285.0,0.293,1.264,1.264,36.013,71.9,6.95,6.634,5.686,94.8,76.0,87.0,24.0,12.5,97.9,88.5,31.2
André Ayew Pelé,Ghana,Center Attacking Midfield,MID,199.0,0.573,0.904,0.0,16.717,83.8,0.904,2.259,10.843,99.0,61.5,8.3,1.0,53.1,44.8,8.3,93.8
André-Frank Zambo Anguissa,Cameroon,Right Center Midfield,MID,277.0,0.015,0.325,0.0,43.601,85.8,0.976,3.254,6.833,24.5,17.7,8.3,43.8,67.7,53.1,21.9,46.9
Antoine Griezmann,France,Center Attacking Midfield,MID,586.0,0.076,0.921,2.61,49.599,78.9,1.228,3.839,7.217,68.2,62.5,97.9,61.5,29.2,61.5,32.3,54.2
Aurélien Djani Tchouaméni,France,Right Defensive Midfield,MID,664.0,0.054,0.814,0.814,63.734,91.7,0.407,5.017,5.695,59.4,56.2,64.6,83.3,91.7,20.8,64.6,32.3
Axel Witsel,Belgium,Left Defensive Midfield,MID,284.0,0.008,0.317,0.317,55.735,96.0,0.0,3.167,7.284,17.2,15.6,25.0,69.8,100.0,5.7,17.7,58.3
Azzedine Ounahi,Morocco,Right Center Midfield,MID,630.0,0.035,0.856,0.856,38.113,82.8,1.713,4.853,4.996,44.3,58.3,67.7,27.1,49.0,72.9,60.4,19.8
