event_id,match_id,team_name,player_name,minute,shot_type,is_goal,statsbomb_xg,predicted_xg,distance,angle
69bc4e3c-2854-42c1-89ba-e159f7515567,3869486,Morocco,Zakaria Aboukhlal,95,Open Play,0,0.39109123,0.4275556151783384,19.799494943053478,0.38232080811092045
d7d80857-d613-45c5-8c49-59d19af73f1d,3869486,Portugal,Kléper Laveran Lima Ferreira,96,Open Play,0,0.14926605,0.12553190724496693,7.420242583635663,0.879485414398399
616b0bce-d5cc-4417-98c4-b831cfbe9a4d,3857260,Mexico,Luis Gerardo Chávez Magallón,1,Open Play,0,0.021919996,0.015150143233794806,30.54734030975528,0.24201586858382432
9dd15d0d-0ff7-4b3a-a352-dbfc2bd33ced,3857260,Saudi Arabia,Saleh Khalid Al Shehri,2,Open Play,0,0.02182735,0.038040810971287906,27.15326867984773,0.291978197386082
51808f65-639f-4dbd-bd51-3b8dde23358a,3857260,Mexico,Ernesto Alexis Vega Rojas,2,Open Play,0,0.3665275,0.35037256938090244,18.432851108821993,0.4267089363944795
03393099-8769-4c00-a967-28016d84004c,3857260,Saudi Arabia,Mohammed Kanoo,7,Open Play,0,0.047937077,0.07881381652262985,15.7419820861288,0.23703570336788202
7486f25f-0e69-48b8-b2db-b2dc4b1d4e4f,3857260,Saudi Arabia,Mohammed Kanoo,12,Free Kick,0,0.073429175,0.03924386841070973,24.575190741884388,0.31195266785655607
095adc8d-612d-445a-9a9a-33100ece166c,3857260,Mexico,Luis Gerardo Chávez Magallón,22,Open Play,0,0.01981399,0.016506518940378422,27.30293024567143,0.2909096040724632
22eb252a-6f77-44e7-bfc6-c588e4d70047,3857260,Mexico,Orbelín Pineda Alvarado,24,Open Play,0,0.0489465,0.0940612830276622,16.648123017325407,0.45571322021103805
ab1e8f1e-1ba7-43b8-9ec8-d4cef015196f,3857260,Mexico,Orbelín Pineda Alvarado,26,Open Play,0,0.30787364,0.2041636214125549,6.9202601107183845,0.8115030885172514
1ff25ece-af3b-4ddc-9f6a-2dfa451f2457,3857260,Mexico,Luis Gerardo Chávez Magallón,34,Open Play,0,0.016814427,0.006601192920289446,32.36309626719916,0.23157267065039217
c9efc2ae-9415-4450-b2f9-8d2129cfbbfb,3857260,Mexico,Jesús Daniel Gallardo Vasconcelos,35,Open Play,0,0.06430086,0.03769545755112895,13.606248564538282,0.5581474376896343
130647bc-a86f-4957-8a47-b1bed49ccc23,3857260,Mexico,Luis Gerardo Chávez Magallón,40,Free Kick,0,0.0066389865,0.053086107024922904,36.5759483814159,0.2110623331607565
ba1c3a07-2b3e-4cc0-8855-35916883577f,3857260,Mexico,Orbelín Pineda Alvarado,40,Open Play,0,0.062194254,0.02848661685785486,18.73606148580859,0.4059287717412403
5d1252dc-6973-4d50-92d7-96e24270ba67,3857260,Mexico,Ernesto Alexis Vega Rojas,44,Open Play,0,0.04950449,0.061502343255070153,17.54137964927503,0.36420702943200756
b9e33c42-7a2d-4523-a949-4458dca9e994,3857260,Mexico,Luis Gerardo Chávez Magallón,44,Open Play,0,0.015146091,0.005916618565534591,28.886155853626487,0.25895593323821564
c51da087-962c-49bd-ba82-dae979275207,3857260,Saudi Arabia,Ali Al Hassan,50,Open Play,0,0.10154356,0.10065152491497294,11.37409337046255,0.6097840773387908
20a35c76-24ef-4b8c-ac38-e769dff6c717,3857260,Mexico,Luis Gerardo Chávez Magallón,46,Open Play,0,0.018109906,0.021032395405558752,34.52086325687699,0.23058049049426257
9795941f-ce89-44a3-a415-72d00a9f647f,3857260,Mexico,Hirving Rodrigo Lozano Bahena,46,Open Play,0,0.0068189544,0.008670140681350892,27.054204848784597,0.19095947922144402
22c0ff6e-ca12-495e-a6d9-cf1bb00e53a9,3857260,Mexico,Henry Josué Martín Mex,46,Open Play,1,0.28809994,0.5716534943962592,3.3060550509633053,1.7605317169318604
9be85ecf-e236-4acb-b8a7-2ab06dfce27c,3857260,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,49,Open Play,0,0.21450256,0.18824752136964304,7.90759128938769,0.6254144154453348
